drugbank-id,identifier,resource
DB08751,99445222,PubChem Substance
DB08751,5257058,ChemSpider
DB08751,XY2,PDB
DB08752,9887557,PubChem Compound
DB08752,99445223,PubChem Substance
DB08752,8063229,ChemSpider
DB08752,50401770,BindingDB
DB08752,Y11,PDB
DB08752,CHEMBL1236882,ChEMBL
DB08753,11957394,PubChem Compound
DB08753,99445224,PubChem Substance
DB08753,10131649,ChemSpider
DB08753,Y12,PDB
DB08754,9994897,PubChem Compound
DB08754,99445225,PubChem Substance
DB08754,8170478,ChemSpider
DB08754,Y13,PDB
DB08754,CHEMBL206646,ChEMBL
DB08755,46937176,PubChem Compound
DB08755,99445226,PubChem Substance
DB08755,25061202,ChemSpider
DB08755,Y15,PDB
DB08756,75393,ChEBI
DB08756,448042,PubChem Compound
DB08756,99445227,PubChem Substance
DB08756,20016532,ChemSpider
DB08756,14029,BindingDB
DB08756,Y27,PDB
DB08756,CHEMBL559147,ChEMBL
DB08757,4697633,PubChem Compound
DB08757,99445228,PubChem Substance
DB08757,3885185,ChemSpider
DB08757,50175425,BindingDB
DB08757,YE6,PDB
DB08757,CHEMBL200849,ChEMBL
DB08758,869249,PubChem Compound
DB08758,99445229,PubChem Substance
DB08758,759059,ChemSpider
DB08758,50225275,BindingDB
DB08758,YE7,PDB
DB08758,CHEMBL238659,ChEMBL
DB08759,46937177,PubChem Compound
DB08759,99445230,PubChem Substance
DB08759,25057989,ChemSpider
DB08759,YML,PDB
DB08760,11460087,PubChem Compound
DB08760,99445231,PubChem Substance
DB08760,9634928,ChemSpider
DB08760,50171897,BindingDB
DB08760,YRG,PDB
DB08760,CHEMBL364748,ChEMBL
DB08761,65063,ChEBI
DB08761,11267350,PubChem Compound
DB08761,99445232,PubChem Substance
DB08761,9442361,ChemSpider
DB08761,YTT,PDB
DB08761,CHEMBL189558,ChEMBL
DB08762,5492457,PubChem Compound
DB08762,99445233,PubChem Substance
DB08762,4591001,ChemSpider
DB08762,ZAF,PDB
DB08763,447110,PubChem Compound
DB08763,99445234,PubChem Substance
DB08763,394295,ChemSpider
DB08763,ZAP,PDB
DB08765,6852129,PubChem Compound
DB08765,99445236,PubChem Substance
DB08765,5254586,ChemSpider
DB08765,10874,BindingDB
DB08765,ZEC,PDB
DB08765,CHEMBL6685,ChEMBL
DB08766,82602,ChEBI
DB08766,3034048,PubChem Compound
DB08766,99445237,PubChem Substance
DB08766,2298589,ChemSpider
DB08766,50018850,BindingDB
DB08766,ZED,PDB
DB08766,CHEMBL16332,ChEMBL
DB08767,241868,PubChem Compound
DB08767,99445238,PubChem Substance
DB08767,211415,ChemSpider
DB08767,ZHZ,PDB
DB08767,CHEMBL157604,ChEMBL
DB08768,17660,ChEBI
DB08768,92180,PubChem Compound
DB08768,99445239,PubChem Substance
DB08768,C04083,KEGG Compound
DB08768,83222,ChemSpider
DB08768,ZIP,PDB
DB08768,CHEMBL476189,ChEMBL
DB08770,92361,ChEBI
DB08770,176407,PubChem Compound
DB08770,99445241,PubChem Substance
DB08770,153646,ChemSpider
DB08770,21190,BindingDB
DB08770,ZMA,PDB
DB08770,405,IUPHAR
DB08770,405,Guide to Pharmacology
DB08770,CHEMBL113142,ChEMBL
DB08771,23644575,PubChem Compound
DB08771,99445242,PubChem Substance
DB08771,24684429,ChemSpider
DB08771,ZMG,PDB
DB08771,CHEMBL392452,ChEMBL
DB08772,1613,PubChem Compound
DB08772,99445243,PubChem Substance
DB08772,C01865,KEGG Compound
DB08772,1554,ChemSpider
DB08772,16452,BindingDB
DB08772,ZST,PDB
DB08772,CHEMBL10372,ChEMBL
DB08773,445920,PubChem Compound
DB08773,99445244,PubChem Substance
DB08773,393408,ChemSpider
DB08773,20628,BindingDB
DB08773,ZTW,PDB
DB08773,CHEMBL431698,ChEMBL
DB08774,44129608,PubChem Compound
DB08774,99445245,PubChem Substance
DB08774,24627049,ChemSpider
DB08774,33217,BindingDB
DB08774,ZY6,PDB
DB08774,CHEMBL562314,ChEMBL
DB08775,15118984,PubChem Compound
DB08775,99445246,PubChem Substance
DB08775,23161386,ChemSpider
DB08775,ZYA,PDB
DB08775,CHEMBL68828,ChEMBL
DB08776,739358,PubChem Compound
DB08776,99445247,PubChem Substance
DB08776,646276,ChemSpider
DB08776,33206,BindingDB
DB08776,ZYQ,PDB
DB08776,CHEMBL562743,ChEMBL
DB08777,98614,PubChem Compound
DB08777,99445248,PubChem Substance
DB08777,89058,ChemSpider
DB08777,33207,BindingDB
DB08777,ZYR,PDB
DB08777,CHEMBL539906,ChEMBL
DB08778,1484819,PubChem Compound
DB08778,99445249,PubChem Substance
DB08778,1225817,ChemSpider
DB08778,33208,BindingDB
DB08778,ZYS,PDB
DB08778,CHEMBL570537,ChEMBL
DB08779,46937179,PubChem Compound
DB08779,99445250,PubChem Substance
DB08779,25058675,ChemSpider
DB08779,ZYT,PDB
DB08780,76098,PubChem Compound
DB08780,99445251,PubChem Substance
DB08780,68584,ChemSpider
DB08780,33210,BindingDB
DB08780,ZYU,PDB
DB08780,CHEMBL271138,ChEMBL
DB08781,44141939,PubChem Compound
DB08781,99445252,PubChem Substance
DB08781,25058754,ChemSpider
DB08781,ZYW,PDB
DB08782,169682,PubChem Compound
DB08782,99445253,PubChem Substance
DB08782,148392,ChemSpider
DB08782,10861,BindingDB
DB08782,ZYX,PDB
DB08782,CHEMBL7087,ChEMBL
DB08783,25111933,PubChem Compound
DB08783,99445254,PubChem Substance
DB08783,25057941,ChemSpider
DB08783,ZYZ,PDB
DB08784,1432578,PubChem Compound
DB08784,99445255,PubChem Substance
DB08784,1185967,ChemSpider
DB08784,ZZ0,PDB
DB08784,CHEMBL1237007,ChEMBL
DB08785,11833,PubChem Compound
DB08785,99445256,PubChem Substance
DB08785,11340,ChemSpider
DB08785,ZZ1,PDB
DB08785,CHEMBL12279,ChEMBL
DB08786,3777900,PubChem Compound
DB08786,99445257,PubChem Substance
DB08786,3006217,ChemSpider
DB08786,33223,BindingDB
DB08786,ZZ2,PDB
DB08786,CHEMBL538937,ChEMBL
DB08787,3695754,PubChem Compound
DB08787,99445258,PubChem Substance
DB08787,2927710,ChemSpider
DB08787,33224,BindingDB
DB08787,ZZ4,PDB
DB08787,CHEMBL549340,ChEMBL
DB08788,1916699,PubChem Compound
DB08788,99445259,PubChem Substance
DB08788,1473525,ChemSpider
DB08788,33225,BindingDB
DB08788,ZZ5,PDB
DB08788,CHEMBL554496,ChEMBL
DB08789,44129601,PubChem Compound
DB08789,99445260,PubChem Substance
DB08789,24628301,ChemSpider
DB08789,33233,BindingDB
DB08789,ZZ6,PDB
DB08789,CHEMBL563168,ChEMBL
DB08790,121026,PubChem Compound
DB08790,99445261,PubChem Substance
DB08790,108029,ChemSpider
DB08790,21615,BindingDB
DB08790,ZZA,PDB
DB08790,CHEMBL406105,ChEMBL
DB08791,25229537,PubChem Compound
DB08791,99445262,PubChem Substance
DB08791,24626684,ChemSpider
DB08791,50295745,BindingDB
DB08791,ZZY,PDB
DB08791,CHEMBL561660,ChEMBL
DB08792,11367,PubChem Compound
DB08792,99445263,PubChem Substance
DB08792,10889,ChemSpider
DB08792,PA165958413,PharmGKB
DB08792,Diloxanide_furoate,Wikipedia
DB08792,CHEMBL2103768,ChEMBL
DB08794,135659,ChEBI
DB08794,54685524,PubChem Compound
DB08794,99445264,PubChem Substance
DB08794,10444159,ChemSpider
DB08794,35538,BindingDB
DB08794,Ethyl_biscoumacetate,Wikipedia
DB08794,CHEMBL2106261,ChEMBL
DB08795,51758,ChEBI
DB08795,15574941,PubChem Compound
DB08795,99445265,PubChem Substance
DB08795,16735689,ChemSpider
DB08795,PA165958414,PharmGKB
DB08795,Azidocillin,Wikipedia
DB08795,CHEMBL2105907,ChEMBL
DB08796,135635,ChEBI
DB08796,22425,PubChem Compound
DB08796,99445266,PubChem Substance
DB08796,D05484,KEGG Drug
DB08796,21046,ChemSpider
DB08796,PA165958415,PharmGKB
DB08796,Pipazetate,Wikipedia
DB08796,CHEMBL2104900,ChEMBL
DB08797,9537,Drugs Product Database (DPD)
DB08797,32114,ChEBI
DB08797,5147,PubChem Compound
DB08797,99445267,PubChem Substance
DB08797,4963,ChemSpider
DB08797,50056900,BindingDB
DB08797,OHB,PDB
DB08797,Salicylamide,Wikipedia
DB08797,CHEMBL27577,ChEMBL
DB08798,55548,ChEBI
DB08798,12894,PubChem Compound
DB08798,99445268,PubChem Substance
DB08798,D02516,KEGG Drug
DB08798,12361,ChemSpider
DB08798,PA165958417,PharmGKB
DB08798,Sulfamoxole,Wikipedia
DB08798,CHEMBL2105399,ChEMBL
DB08799,6614,Drugs Product Database (DPD)
DB08799,4165,Drugs Product Database (DPD)
DB08799,84115,ChEBI
DB08799,2200,PubChem Compound
DB08799,99445269,PubChem Substance
DB08799,D07458,KEGG Drug
DB08799,2115,ChemSpider
DB08799,76862,BindingDB
DB08799,PA165958418,PharmGKB
DB08799,Antazoline,Wikipedia
DB08799,CHEMBL1305,ChEMBL
DB07523,94767,ChEBI
DB07523,25295,PubChem Compound
DB07523,99445270,PubChem Substance
DB07523,D07195,KEGG Drug
DB07523,23628,ChemSpider
DB07523,PA165958419,PharmGKB
DB07523,C4C,PDB
DB07523,Chloropyramine,Wikipedia
DB07523,CHEMBL1194287,ChEMBL
DB08801,135222,ChEBI
DB08801,21855,PubChem Compound
DB08801,99445271,PubChem Substance
DB08801,D07853,KEGG Drug
DB08801,20541,ChemSpider
DB08801,81452,BindingDB
DB08801,PA165958420,PharmGKB
DB08801,Dimetindene,Wikipedia
DB08801,CHEMBL22108,ChEMBL
DB08802,135183,ChEBI
DB08802,3781,PubChem Compound
DB08802,99445272,PubChem Substance
DB08802,D08091,KEGG Drug
DB08802,3649,ChemSpider
DB08802,PA165958421,PharmGKB
DB08802,Isothipendyl,Wikipedia
DB08802,CHEMBL2111066,ChEMBL
DB08803,134947,ChEBI
DB08803,34154,PubChem Compound
DB08803,99445273,PubChem Substance
DB08803,D07373,KEGG Drug
DB08803,31478,ChemSpider
DB08803,PA165958422,PharmGKB
DB08803,Tymazoline,Wikipedia
DB08803,CHEMBL2106467,ChEMBL
DB08804,7464,Drugs Product Database (DPD)
DB08804,7467,ChEBI
DB08804,9677,PubChem Compound
DB08804,99445274,PubChem Substance
DB08804,C08154,KEGG Compound
DB08804,D00955,KEGG Drug
DB08804,9296,ChemSpider
DB08804,PA165958423,PharmGKB
DB08804,DAP000903,Therapeutic Targets Database
DB08804,Nandrolone_decanoate,Wikipedia
DB08804,CHEMBL1200946,ChEMBL
DB08805,6896,ChEBI
DB08805,1548992,PubChem Compound
DB08805,99445275,PubChem Substance
DB08805,C07449,KEGG Compound
DB08805,D05004,KEGG Drug
DB08805,1265996,ChemSpider
DB08805,50000382,BindingDB
DB08805,1233,IUPHAR
DB08805,1233,Guide to Pharmacology
DB08805,Metiamide,Wikipedia
DB08805,CHEMBL275446,ChEMBL
DB08806,94758,ChEBI
DB08806,5105,PubChem Compound
DB08806,99445276,PubChem Substance
DB08806,D08495,KEGG Drug
DB08806,4926,ChemSpider
DB08806,50404032,BindingDB
DB08806,PA165958424,PharmGKB
DB08806,Roxatidine_acetate,Wikipedia
DB08806,CHEMBL46102,ChEMBL
DB08807,355377,ChEBI
DB08807,44112,PubChem Compound
DB08807,99445277,PubChem Substance
DB08807,D07537,KEGG Drug
DB08807,40146,ChemSpider
DB08807,PA165958425,PharmGKB
DB08807,Bopindolol,Wikipedia
DB08807,CHEMBL357995,ChEMBL
DB08808,135123,ChEBI
DB08808,2475,PubChem Compound
DB08808,99445278,PubChem Substance
DB08808,D07590,KEGG Drug
DB08808,2381,ChemSpider
DB08808,25765,BindingDB
DB08808,PA165958426,PharmGKB
DB08808,550,IUPHAR
DB08808,550,Guide to Pharmacology
DB08808,Bupranolol,Wikipedia
DB08808,CHEMBL305380,ChEMBL
DB08809,1279,Drugs Product Database (DPD)
DB08809,36386,ChEBI
DB08809,6597,PubChem Compound
DB08809,175427097,PubChem Substance
DB08809,C11149,KEGG Compound
DB08809,10771217,ChemSpider
DB08809,227588,BindingDB
DB08809,PA165947835,PharmGKB
DB08809,TF4,PDB
DB08809,Dichloroacetic_acid,Wikipedia
DB08809,CHEMBL13960,ChEMBL
DB08810,135642,ChEBI
DB08810,68867,PubChem Compound
DB08810,175427098,PubChem Substance
DB08810,D07700,KEGG Drug
DB08810,62099,ChemSpider
DB08810,PA165958427,PharmGKB
DB08810,Cinitapride,Wikipedia
DB08810,CHEMBL2104523,ChEMBL
DB08811,32241,ChEBI
DB08811,5502,PubChem Compound
DB08811,175427099,PubChem Substance
DB08811,D01254,KEGG Drug
DB08811,5301,ChemSpider
DB08811,PA165958428,PharmGKB
DB08811,Tofisopam,Wikipedia
DB08811,CHEMBL404216,ChEMBL
DB08813,11714,Drugs Product Database (DPD)
DB08813,347910374,PubChem Substance
DB08813,Nadroparin,Wikipedia
DB08814,94721,ChEBI
DB08814,9458,PubChem Compound
DB08814,347827803,PubChem Substance
DB08814,9086,ChemSpider
DB08814,Triflusal,Wikipedia
DB08814,CHEMBL1332032,ChEMBL
DB08815,21372,Drugs Product Database (DPD)
DB08815,70735,ChEBI
DB08815,213046,PubChem Compound
DB08815,175427100,PubChem Substance
DB08815,D04820,KEGG Drug
DB08815,184739,ChemSpider
DB08815,85222,BindingDB
DB08815,PA166129557,PharmGKB
DB08815,Lurasidone,Wikipedia
DB08815,CHEMBL1237021,ChEMBL
DB04902,20742,Drugs Product Database (DPD)
DB04902,68558,ChEBI
DB04902,9871419,PubChem Compound
DB04902,175427101,PubChem Substance
DB04902,D09017,KEGG Drug
DB04902,8047109,ChemSpider
DB04902,50397205,BindingDB
DB04902,PA165374673,PharmGKB
DB04902,TIQ,PDB
DB04902,Ticagrelor,Wikipedia
DB04902,CHEMBL398435,ChEMBL
DB08818,1954,Drugs Product Database (DPD)
DB08818,24759,PubChem Compound
DB08818,310264899,PubChem Substance
DB08818,C00518,KEGG Compound
DB08818,D08043,KEGG Drug
DB08818,23145,ChemSpider
DB08818,PA165958431,PharmGKB
DB08818,Sodium_hyaluronate,Wikipedia
DB08819,22289,Drugs Product Database (DPD)
DB08819,66899,ChEBI
DB08819,9868491,PubChem Compound
DB08819,175427102,PubChem Substance
DB08819,D06274,KEGG Drug
DB08819,8044182,ChemSpider
DB08819,PA165958432,PharmGKB
DB08819,Tafluprost,Wikipedia
DB08819,CHEMBL1963683,ChEMBL
DB05989,21511,Drugs Product Database (DPD)
DB05989,66901,ChEBI
DB05989,16220172,PubChem Compound
DB05989,175427103,PubChem Substance
DB05989,D09916,KEGG Drug
DB05989,17347474,ChemSpider
DB05989,50032693,BindingDB
DB05989,PA165950341,PharmGKB
DB05989,Ivacaftor,Wikipedia
DB05989,CHEMBL2010601,ChEMBL
DB05358,21230,Drugs Product Database (DPD)
DB05358,68845,ChEBI
DB05358,11238823,PubChem Compound
DB05358,175427104,PubChem Substance
DB05358,D08865,KEGG Drug
DB05358,9413866,ChemSpider
DB05358,Azilsartan,Wikipedia
DB05358,CHEMBL2028661,ChEMBL
DB08823,20518,Drugs Product Database (DPD)
DB08823,39211,ChEBI
DB08823,17754356,PubChem Compound
DB08823,175427105,PubChem Substance
DB08823,D09384,KEGG Drug
DB08823,16736513,ChemSpider
DB08823,Spinosad,Wikipedia
DB08823,CHEMBL2040681,ChEMBL
DB09548,68855,ChEBI
DB09548,3086674,PubChem Compound
DB09548,175427106,PubChem Substance
DB09548,D10014,KEGG Drug
DB09548,2343241,ChemSpider
DB09548,Ioflupane_(123I),Wikipedia
DB09548,CHEMBL3989517,ChEMBL
DB08826,22561,Drugs Product Database (DPD)
DB08826,68554,ChEBI
DB08826,2972,PubChem Compound
DB08826,175427107,PubChem Substance
DB08826,D07416,KEGG Drug
DB08826,2866,ChemSpider
DB08826,PA166118041,PharmGKB
DB08826,Deferiprone,Wikipedia
DB08826,CHEMBL70927,ChEMBL
DB08827,22241,Drugs Product Database (DPD)
DB08827,72297,ChEBI
DB08827,9853053,PubChem Compound
DB08827,175427108,PubChem Substance
DB08827,D09637,KEGG Drug
DB08827,8028764,ChemSpider
DB08827,50098320,BindingDB
DB08827,PA166114922,PharmGKB
DB08827,Lomitapide,Wikipedia
DB08827,CHEMBL354541,ChEMBL
DB08828,22125,Drugs Product Database (DPD)
DB08828,66903,ChEBI
DB08828,24776445,PubChem Compound
DB08828,175427109,PubChem Substance
DB08828,D09992,KEGG Drug
DB08828,23337846,ChemSpider
DB08828,50249522,BindingDB
DB08828,PA166048558,PharmGKB
DB08828,VIS,PDB
DB08828,Vismodegib,Wikipedia
DB08828,CHEMBL473417,ChEMBL
DB08830,27956,ChEBI
DB08830,440667,PubChem Compound
DB08830,175427110,PubChem Substance
DB08830,C05422,KEGG Compound
DB08830,389547,ChemSpider
DB08830,UU3,PDB
DB08830,Dehydroascorbic_acid,Wikipedia
DB08831,15866,ChEBI
DB08831,108223,PubChem Compound
DB08831,175427111,PubChem Substance
DB08831,C00586,KEGG Compound
DB08831,97292,ChemSpider
DB08831,2-Deoxy-D-glucose,Wikipedia
DB08831,CHEMBL2074932,ChEMBL
DB08834,80774,ChEBI
DB08834,9848818,PubChem Compound
DB08834,175427112,PubChem Substance
DB08834,C16868,KEGG Compound
DB08834,8024531,ChemSpider
DB08834,50236230,BindingDB
DB08834,5D5,PDB
DB08834,Tauroursodeoxycholic_acid,Wikipedia
DB08834,CHEMBL272427,ChEMBL
DB08835,135289,ChEBI
DB08835,210320,PubChem Compound
DB08835,175427113,PubChem Substance
DB08835,D07374,KEGG Drug
DB08835,182277,ChemSpider
DB08835,N-Acetylaspartylglutamic_acid,Wikipedia
DB08835,CHEMBL2105616,ChEMBL
DB08836,135771,ChEBI
DB08836,443874,PubChem Compound
DB08836,175427114,PubChem Substance
DB08836,D08566,KEGG Drug
DB08836,391964,ChemSpider
DB08836,Temocapril,Wikipedia
DB08836,CHEMBL2110627,ChEMBL
DB08837,44296,ChEBI
DB08837,5413,PubChem Compound
DB08837,175427115,PubChem Substance
DB08837,C07512,KEGG Compound
DB08837,5220,ChemSpider
DB08837,50149890,BindingDB
DB08837,NET,PDB
DB08837,Tetraethylammonium,Wikipedia
DB08837,CHEMBL9324,ChEMBL
DB08838,17431,ChEBI
DB08838,199,PubChem Compound
DB08838,175427116,PubChem Substance
DB08838,C00179,KEGG Compound
DB08838,194,ChemSpider
DB08838,85213,BindingDB
DB08838,AG2,PDB
DB08838,Agmatine,Wikipedia
DB08838,CHEMBL58343,ChEMBL
DB08839,28790,ChEBI
DB08839,C00780,KEGG Compound
DB08839,5013,ChemSpider
DB08839,10755,BindingDB
DB08839,SRO,PDB
DB08839,Serotonin,Wikipedia
DB08839,CHEMBL39,ChEMBL
DB08841,15760,ChEBI
DB08841,5610,PubChem Compound
DB08841,310264900,PubChem Substance
DB08841,C00483,KEGG Compound
DB08841,5408,ChemSpider
DB08841,29135,BindingDB
DB08841,AEF,PDB
DB08841,Tyramine,Wikipedia
DB08841,CHEMBL11608,ChEMBL
DB08842,57589,ChEBI
DB08842,7045767,PubChem Compound
DB08842,175427117,PubChem Substance
DB08842,C02571,KEGG Compound
DB08842,5406074,ChemSpider
DB08842,Acetylcarnitine,Wikipedia
DB08842,CHEMBL1697733,ChEMBL
DB08843,58513,ChemSpider
DB08843,CHEMBL61733,ChEMBL
EXPT03202,1622,Drugs Product Database (DPD)
EXPT03202,17775,ChEBI
EXPT03202,1175,PubChem Compound
EXPT03202,175427118,PubChem Substance
EXPT03202,C00366,KEGG Compound
EXPT03202,1142,ChemSpider
EXPT03202,50325824,BindingDB
EXPT03202,URC,PDB
EXPT03202,Uric_acid,Wikipedia
EXPT03202,CHEMBL792,ChEMBL
EXPT00137,30915,ChEBI
EXPT00137,C00026,KEGG Compound
EXPT00137,50,ChemSpider
EXPT00137,50303766,BindingDB
EXPT00137,AKG,PDB
EXPT00137,Alpha-Ketoglutaric_acid,Wikipedia
EXPT00137,CHEMBL1686,ChEMBL
DB08468,4775,ChEBI
DB08468,5281855,PubChem Compound
DB08468,175427119,PubChem Substance
DB08468,C10788,KEGG Compound
DB08468,4445149,ChemSpider
DB08468,4078,BindingDB
DB08468,REF,PDB
DB08468,Ellagic_acid,Wikipedia
DB08468,CHEMBL6246,ChEMBL
DB08847,18095,ChEBI
DB08847,5810,PubChem Compound
DB08847,175427120,PubChem Substance
DB08847,C01157,KEGG Compound
DB08847,5605,ChemSpider
DB08847,50357233,BindingDB
DB08847,HYP,PDB
DB08847,Hydroxyproline,Wikipedia
DB08847,CHEMBL352418,ChEMBL
DB08848,5576,ChEBI
DB08848,3532,PubChem Compound
DB08848,175427121,PubChem Substance
DB08848,C10149,KEGG Compound
DB08848,3412,ChemSpider
DB08848,90787,BindingDB
DB08848,Guvacine,Wikipedia
DB08848,CHEMBL76768,ChEMBL
DB08855,16978,ChEBI
DB08855,C02166,KEGG Compound
DB08855,4444133,ChemSpider
DB08855,LTX,PDB
DB08855,Leukotriene_C4,Wikipedia
DB08855,CHEMBL451509,ChEMBL
DB08856,5292936,ChemSpider
DB08856,21025,BindingDB
DB08856,DADLE,Wikipedia
DB08856,CHEMBL340032,ChEMBL
DB06514,32020,ChEBI
DB06514,5282452,PubChem Compound
DB06514,175427122,PubChem Substance
DB06514,C13334,KEGG Compound
DB06514,D01862,KEGG Drug
DB06514,4445604,ChemSpider
DB06514,86707,BindingDB
DB06514,PA142650384,PharmGKB
DB06514,Pitavastatin,Wikipedia
DB06514,CHEMBL1201753,ChEMBL
DB08861,73356,ChEBI
DB08861,C20164,KEGG Compound
DB08861,94592,ChemSpider
DB08861,21008,BindingDB
DB08861,DPDPE,Wikipedia
DB08861,CHEMBL31421,ChEMBL
DB08862,2068,Drugs Product Database (DPD)
DB08862,347910375,PubChem Substance
DB08862,Cholecystokinin,Wikipedia
DB05083,20874,Drugs Product Database (DPD)
DB05083,68606,ChEBI
DB05083,6451164,PubChem Compound
DB05083,175427123,PubChem Substance
DB05083,D09720,KEGG Drug
DB05083,4953643,ChemSpider
DB05083,222178,BindingDB
DB05083,T27,PDB
DB05083,Rilpivirine,Wikipedia
DB05083,CHEMBL175691,ChEMBL
DB08700,21291,Drugs Product Database (DPD)
DB08700,64310,ChEBI
DB08700,11626560,PubChem Compound
DB08700,310264901,PubChem Substance
DB08700,D09731,KEGG Drug
DB08700,9801307,ChemSpider
DB08700,50306682,BindingDB
DB08700,PA165946122,PharmGKB
DB08700,VGH,PDB
DB08700,Crizotinib,Wikipedia
DB08700,CHEMBL601719,ChEMBL
DB05366,22109,Drugs Product Database (DPD)
DB05366,71025,ChEBI
DB05366,13559281,PubChem Compound
DB05366,310264902,PubChem Substance
DB05366,D09567,KEGG Drug
DB05366,19349271,ChemSpider
DB05366,Ulipristal_acetate,Wikipedia
DB05366,CHEMBL2103846,ChEMBL
DB08868,20671,Drugs Product Database (DPD)
DB08868,63115,ChEBI
DB08868,107970,PubChem Compound
DB08868,175427125,PubChem Substance
DB08868,D10001,KEGG Drug
DB08868,97087,ChemSpider
DB08868,50158336,BindingDB
DB08868,Fingolimod,Wikipedia
DB08868,CHEMBL314854,ChEMBL
DB08869,22270,Drugs Product Database (DPD)
DB08869,63626,ChEBI
DB08869,56928011,PubChem Compound
DB08869,347827804,PubChem Substance
DB08869,D09015,KEGG Drug
DB08869,34999256,ChemSpider
DB08869,P01286,UniProtKB
DB08869,Tesamorelin,Wikipedia
DB08869,CHEMBL1237026,ChEMBL
DB08870,21796,Drugs Product Database (DPD)
DB08870,347910376,PubChem Substance
DB08870,D09587,KEGG Drug
DB08870,Brentuximab_vedotin,Wikipedia
DB08870,CHEMBL1742994,ChEMBL
DB04940,21079,Drugs Product Database (DPD)
DB04940,63587,ChEBI
DB04940,73425383,PubChem Compound
DB04940,175427126,PubChem Substance
DB04940,D08914,KEGG Drug
DB04940,32813307,ChemSpider
DB04940,Eribulin,Wikipedia
DB04940,CHEMBL1683590,ChEMBL
DB04922,68840,ChEBI
DB04922,9883933,PubChem Compound
DB04922,347827805,PubChem Substance
DB04922,D09539,KEGG Drug
DB04922,8059607,ChemSpider
DB04922,Gabapentin_enacarbil,Wikipedia
DB04922,CHEMBL1628502,ChEMBL
DB05665,20878,Drugs Product Database (DPD)
DB05665,68621,ChEBI
DB05665,10324367,PubChem Compound
DB05665,175427127,PubChem Substance
DB05665,D08876,KEGG Drug
DB05665,8499830,ChemSpider
DB05665,12311,BindingDB
DB05665,PA165948902,PharmGKB
DB05665,HU5,PDB
DB05665,Boceprevir,Wikipedia
DB05665,CHEMBL218394,ChEMBL
DB08874,21336,Drugs Product Database (DPD)
DB08874,68590,ChEBI
DB08874,70678896,PubChem Compound
DB08874,175427128,PubChem Substance
DB08874,D09394,KEGG Drug
DB08874,28533231,ChemSpider
DB08874,Fidaxomicin,Wikipedia
DB08874,CHEMBL1255800,ChEMBL
DB05153,72317,ChEBI
DB05153,25102847,PubChem Compound
DB05153,347827806,PubChem Substance
DB05153,D10062,KEGG Drug
DB05153,25948202,ChemSpider
DB05153,50021574,BindingDB
DB05153,Cabozantinib,Wikipedia
DB05153,CHEMBL2105717,ChEMBL
DB08876,22330,Drugs Product Database (DPD)
DB08876,347910377,PubChem Substance
DB08876,D09675,KEGG Drug
DB08876,CHEMBL1964120,ChEMBL
DB08877,21376,Drugs Product Database (DPD)
DB08877,66919,ChEBI
DB08877,25126798,PubChem Compound
DB08877,175427129,PubChem Substance
DB08877,D09959,KEGG Drug
DB08877,25027389,ChemSpider
DB08877,50355501,BindingDB
DB08877,PA166123386,PharmGKB
DB08877,RXT,PDB
DB08877,Ruxolitinib,Wikipedia
DB08877,CHEMBL1789941,ChEMBL
DB08878,22526,ChEBI
DB08878,169371,PubChem Compound
DB08878,175427130,PubChem Substance
DB08878,D02527,KEGG Drug
DB08878,148126,ChemSpider
DB08878,50367055,BindingDB
DB08878,04J,PDB
DB08878,Aminopterin,Wikipedia
DB08878,CHEMBL376180,ChEMBL
DB08879,20836,Drugs Product Database (DPD)
DB08879,347910378,PubChem Substance
DB08879,D03068,KEGG Drug
DB08879,Belimumab,Wikipedia
DB08879,CHEMBL1789843,ChEMBL
DB03805,22169,Drugs Product Database (DPD)
DB03805,68540,ChEBI
DB03805,54684141,PubChem Compound
DB03805,347827807,PubChem Substance
DB03805,D10172,KEGG Drug
DB03805,16737143,ChemSpider
DB03805,50018011,BindingDB
DB03805,A26,PDB
DB03805,Teriflunomide,Wikipedia
DB03805,CHEMBL973,ChEMBL
DB05238,21189,Drugs Product Database (DPD)
DB05238,63637,ChEBI
DB05238,42611257,PubChem Compound
DB05238,175427131,PubChem Substance
DB05238,D09996,KEGG Drug
DB05238,24747352,ChemSpider
DB05238,50396483,BindingDB
DB05238,PA165946873,PharmGKB
DB05238,032,PDB
DB05238,Vemurafenib,Wikipedia
DB05238,CHEMBL1229517,ChEMBL
DB08882,20882,Drugs Product Database (DPD)
DB08882,68610,ChEBI
DB08882,10096344,PubChem Compound
DB08882,175427132,PubChem Substance
DB08882,D09566,KEGG Drug
DB08882,8271879,ChemSpider
DB08882,50228403,BindingDB
DB08882,356,PDB
DB08882,Linagliptin,Wikipedia
DB08882,CHEMBL237500,ChEMBL
DB08883,22049,Drugs Product Database (DPD)
DB08883,71013,ChEBI
DB08883,9924495,PubChem Compound
DB08883,347827808,PubChem Substance
DB08883,D08964,KEGG Drug
DB08883,8100130,ChemSpider
DB08883,50184410,BindingDB
DB08883,6ZP,PDB
DB08883,Perampanel,Wikipedia
DB08883,CHEMBL1214124,ChEMBL
DB08884,20566,Drugs Product Database (DPD)
DB08884,131704314,PubChem Compound
DB08884,175427133,PubChem Substance
DB08884,D04288,KEGG Drug
DB08884,189907,ChemSpider
DB08884,PA165985534,PharmGKB
